age,balance,Cluster,Recommendation
31,55,0,Tabungan Jangka Panjang
37,-666,0,Tabungan Jangka Panjang
45,87,0,Tabungan Jangka Panjang
45,4629,2,Investasi Reksa Dana
36,2176,0,Tabungan Jangka Panjang
57,3431,0,Tabungan Jangka Panjang
39,208,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
44,240,0,Tabungan Jangka Panjang
39,1388,0,Tabungan Jangka Panjang
40,5807,2,Investasi Reksa Dana
48,17,0,Tabungan Jangka Panjang
56,0,0,Tabungan Jangka Panjang
50,1743,0,Tabungan Jangka Panjang
29,1008,0,Tabungan Jangka Panjang
33,151,0,Tabungan Jangka Panjang
57,3196,0,Tabungan Jangka Panjang
54,1411,0,Tabungan Jangka Panjang
64,630,0,Tabungan Jangka Panjang
61,0,0,Tabungan Jangka Panjang
36,561,0,Tabungan Jangka Panjang
50,0,0,Tabungan Jangka Panjang
30,281,0,Tabungan Jangka Panjang
40,40,0,Tabungan Jangka Panjang
40,0,0,Tabungan Jangka Panjang
30,1032,0,Tabungan Jangka Panjang
55,-207,0,Tabungan Jangka Panjang
59,235,0,Tabungan Jangka Panjang
37,0,0,Tabungan Jangka Panjang
53,367,0,Tabungan Jangka Panjang
56,505,0,Tabungan Jangka Panjang
33,804,0,Tabungan Jangka Panjang
49,-301,0,Tabungan Jangka Panjang
47,-813,0,Tabungan Jangka Panjang
34,79,0,Tabungan Jangka Panjang
33,50,0,Tabungan Jangka Panjang
31,1205,0,Tabungan Jangka Panjang
44,365,0,Tabungan Jangka Panjang
50,-1415,0,Tabungan Jangka Panjang
39,223,0,Tabungan Jangka Panjang
41,1897,0,Tabungan Jangka Panjang
33,22867,1,Kredit Usaha Mikro
40,949,0,Tabungan Jangka Panjang
42,1165,0,Tabungan Jangka Panjang
37,1655,0,Tabungan Jangka Panjang
56,260,0,Tabungan Jangka Panjang
49,0,0,Tabungan Jangka Panjang
35,-880,0,Tabungan Jangka Panjang
41,107,0,Tabungan Jangka Panjang
52,1624,0,Tabungan Jangka Panjang
33,1257,0,Tabungan Jangka Panjang
40,355,0,Tabungan Jangka Panjang
44,579,0,Tabungan Jangka Panjang
39,1403,0,Tabungan Jangka Panjang
39,-176,0,Tabungan Jangka Panjang
28,-513,0,Tabungan Jangka Panjang
45,586,0,Tabungan Jangka Panjang
63,1840,0,Tabungan Jangka Panjang
32,720,0,Tabungan Jangka Panjang
28,97,0,Tabungan Jangka Panjang
36,13,0,Tabungan Jangka Panjang
34,140,0,Tabungan Jangka Panjang
45,521,0,Tabungan Jangka Panjang
30,364,0,Tabungan Jangka Panjang
59,416,0,Tabungan Jangka Panjang
54,3304,0,Tabungan Jangka Panjang
47,1880,0,Tabungan Jangka Panjang
41,982,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
38,173,0,Tabungan Jangka Panjang
36,911,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
48,549,0,Tabungan Jangka Panjang
42,704,0,Tabungan Jangka Panjang
24,476,0,Tabungan Jangka Panjang
57,3738,2,Investasi Reksa Dana
35,634,0,Tabungan Jangka Panjang
32,1134,0,Tabungan Jangka Panjang
26,-128,0,Tabungan Jangka Panjang
27,7102,2,Investasi Reksa Dana
47,186,0,Tabungan Jangka Panjang
32,1918,0,Tabungan Jangka Panjang
48,0,0,Tabungan Jangka Panjang
43,250,0,Tabungan Jangka Panjang
30,31,0,Tabungan Jangka Panjang
28,631,0,Tabungan Jangka Panjang
32,62,0,Tabungan Jangka Panjang
26,479,0,Tabungan Jangka Panjang
38,1121,0,Tabungan Jangka Panjang
30,138,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
37,239,0,Tabungan Jangka Panjang
47,866,0,Tabungan Jangka Panjang
36,1466,0,Tabungan Jangka Panjang
48,3570,2,Investasi Reksa Dana
47,440,0,Tabungan Jangka Panjang
34,714,0,Tabungan Jangka Panjang
28,674,0,Tabungan Jangka Panjang
54,127,0,Tabungan Jangka Panjang
33,588,0,Tabungan Jangka Panjang
41,-413,0,Tabungan Jangka Panjang
41,882,0,Tabungan Jangka Panjang
42,877,0,Tabungan Jangka Panjang
32,337,0,Tabungan Jangka Panjang
47,192,0,Tabungan Jangka Panjang
36,3350,0,Tabungan Jangka Panjang
34,99,0,Tabungan Jangka Panjang
36,806,0,Tabungan Jangka Panjang
50,6739,2,Investasi Reksa Dana
53,228,0,Tabungan Jangka Panjang
49,-232,0,Tabungan Jangka Panjang
39,556,0,Tabungan Jangka Panjang
47,761,0,Tabungan Jangka Panjang
57,207,0,Tabungan Jangka Panjang
30,221,0,Tabungan Jangka Panjang
54,865,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
47,1851,0,Tabungan Jangka Panjang
38,-272,0,Tabungan Jangka Panjang
40,367,0,Tabungan Jangka Panjang
51,0,0,Tabungan Jangka Panjang
51,230,0,Tabungan Jangka Panjang
57,0,0,Tabungan Jangka Panjang
41,1954,0,Tabungan Jangka Panjang
31,379,0,Tabungan Jangka Panjang
59,-341,0,Tabungan Jangka Panjang
26,179,0,Tabungan Jangka Panjang
41,13,0,Tabungan Jangka Panjang
39,839,0,Tabungan Jangka Panjang
25,192,0,Tabungan Jangka Panjang
33,576,0,Tabungan Jangka Panjang
35,643,0,Tabungan Jangka Panjang
49,342,0,Tabungan Jangka Panjang
31,1329,0,Tabungan Jangka Panjang
40,219,0,Tabungan Jangka Panjang
32,141,0,Tabungan Jangka Panjang
42,402,0,Tabungan Jangka Panjang
33,8023,2,Investasi Reksa Dana
48,1131,0,Tabungan Jangka Panjang
28,1925,0,Tabungan Jangka Panjang
43,0,0,Tabungan Jangka Panjang
30,103,0,Tabungan Jangka Panjang
41,1395,0,Tabungan Jangka Panjang
55,621,0,Tabungan Jangka Panjang
55,1161,0,Tabungan Jangka Panjang
54,24,0,Tabungan Jangka Panjang
55,2,0,Tabungan Jangka Panjang
57,295,0,Tabungan Jangka Panjang
27,-208,0,Tabungan Jangka Panjang
28,258,0,Tabungan Jangka Panjang
51,119,0,Tabungan Jangka Panjang
27,967,0,Tabungan Jangka Panjang
40,-90,0,Tabungan Jangka Panjang
56,0,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
47,392,0,Tabungan Jangka Panjang
49,23,0,Tabungan Jangka Panjang
35,2486,0,Tabungan Jangka Panjang
50,81,0,Tabungan Jangka Panjang
55,1563,0,Tabungan Jangka Panjang
56,1602,0,Tabungan Jangka Panjang
35,2144,0,Tabungan Jangka Panjang
42,273,0,Tabungan Jangka Panjang
34,455,0,Tabungan Jangka Panjang
40,1038,0,Tabungan Jangka Panjang
33,-384,0,Tabungan Jangka Panjang
33,307,0,Tabungan Jangka Panjang
59,93,0,Tabungan Jangka Panjang
51,127,0,Tabungan Jangka Panjang
47,-150,0,Tabungan Jangka Panjang
48,20718,1,Kredit Usaha Mikro
31,-218,0,Tabungan Jangka Panjang
39,5222,2,Investasi Reksa Dana
52,484,0,Tabungan Jangka Panjang
28,75,0,Tabungan Jangka Panjang
56,1480,0,Tabungan Jangka Panjang
47,1111,0,Tabungan Jangka Panjang
77,639,0,Tabungan Jangka Panjang
39,29,0,Tabungan Jangka Panjang
31,6374,2,Investasi Reksa Dana
39,363,0,Tabungan Jangka Panjang
32,-94,0,Tabungan Jangka Panjang
59,92,0,Tabungan Jangka Panjang
42,222,0,Tabungan Jangka Panjang
50,249,0,Tabungan Jangka Panjang
44,1450,0,Tabungan Jangka Panjang
47,2290,0,Tabungan Jangka Panjang
51,0,0,Tabungan Jangka Panjang
34,1026,0,Tabungan Jangka Panjang
36,3953,2,Investasi Reksa Dana
32,1426,0,Tabungan Jangka Panjang
28,53,0,Tabungan Jangka Panjang
34,160,0,Tabungan Jangka Panjang
40,171,0,Tabungan Jangka Panjang
49,3237,0,Tabungan Jangka Panjang
30,192,0,Tabungan Jangka Panjang
56,0,0,Tabungan Jangka Panjang
28,385,0,Tabungan Jangka Panjang
31,2591,0,Tabungan Jangka Panjang
28,39,0,Tabungan Jangka Panjang
53,44,0,Tabungan Jangka Panjang
38,5432,2,Investasi Reksa Dana
54,349,0,Tabungan Jangka Panjang
36,20,0,Tabungan Jangka Panjang
60,381,0,Tabungan Jangka Panjang
40,4025,2,Investasi Reksa Dana
50,167,0,Tabungan Jangka Panjang
28,278,0,Tabungan Jangka Panjang
33,263,0,Tabungan Jangka Panjang
53,4968,2,Investasi Reksa Dana
38,581,0,Tabungan Jangka Panjang
34,682,0,Tabungan Jangka Panjang
41,779,0,Tabungan Jangka Panjang
64,2139,0,Tabungan Jangka Panjang
45,5888,2,Investasi Reksa Dana
38,0,0,Tabungan Jangka Panjang
57,3431,0,Tabungan Jangka Panjang
34,188,0,Tabungan Jangka Panjang
36,3214,0,Tabungan Jangka Panjang
30,873,0,Tabungan Jangka Panjang
32,-32,0,Tabungan Jangka Panjang
42,1958,0,Tabungan Jangka Panjang
35,76,0,Tabungan Jangka Panjang
42,1013,0,Tabungan Jangka Panjang
50,2731,0,Tabungan Jangka Panjang
38,93,0,Tabungan Jangka Panjang
38,173,0,Tabungan Jangka Panjang
55,384,0,Tabungan Jangka Panjang
60,491,0,Tabungan Jangka Panjang
33,728,0,Tabungan Jangka Panjang
30,411,0,Tabungan Jangka Panjang
30,265,0,Tabungan Jangka Panjang
51,-3,0,Tabungan Jangka Panjang
37,586,0,Tabungan Jangka Panjang
37,-196,0,Tabungan Jangka Panjang
45,700,0,Tabungan Jangka Panjang
37,-67,0,Tabungan Jangka Panjang
48,1600,0,Tabungan Jangka Panjang
42,508,0,Tabungan Jangka Panjang
49,486,0,Tabungan Jangka Panjang
36,243,0,Tabungan Jangka Panjang
54,203,0,Tabungan Jangka Panjang
52,1944,0,Tabungan Jangka Panjang
30,882,0,Tabungan Jangka Panjang
37,2924,0,Tabungan Jangka Panjang
31,20,0,Tabungan Jangka Panjang
26,1417,0,Tabungan Jangka Panjang
51,340,0,Tabungan Jangka Panjang
34,4062,2,Investasi Reksa Dana
26,133,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
38,8876,2,Investasi Reksa Dana
52,423,0,Tabungan Jangka Panjang
44,58,0,Tabungan Jangka Panjang
31,5,0,Tabungan Jangka Panjang
38,175,0,Tabungan Jangka Panjang
32,1349,0,Tabungan Jangka Panjang
41,6596,2,Investasi Reksa Dana
48,1741,0,Tabungan Jangka Panjang
29,25,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
49,4374,2,Investasi Reksa Dana
40,16,0,Tabungan Jangka Panjang
27,574,0,Tabungan Jangka Panjang
45,615,0,Tabungan Jangka Panjang
48,0,0,Tabungan Jangka Panjang
31,395,0,Tabungan Jangka Panjang
45,678,0,Tabungan Jangka Panjang
43,25,0,Tabungan Jangka Panjang
31,626,0,Tabungan Jangka Panjang
37,165,0,Tabungan Jangka Panjang
38,746,0,Tabungan Jangka Panjang
29,376,0,Tabungan Jangka Panjang
28,-55,0,Tabungan Jangka Panjang
55,0,0,Tabungan Jangka Panjang
27,21,0,Tabungan Jangka Panjang
43,3003,0,Tabungan Jangka Panjang
29,92,0,Tabungan Jangka Panjang
52,511,0,Tabungan Jangka Panjang
33,6904,2,Investasi Reksa Dana
27,795,0,Tabungan Jangka Panjang
27,0,0,Tabungan Jangka Panjang
31,166,0,Tabungan Jangka Panjang
31,157,0,Tabungan Jangka Panjang
45,0,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
48,174,0,Tabungan Jangka Panjang
47,1536,0,Tabungan Jangka Panjang
49,1114,0,Tabungan Jangka Panjang
55,816,0,Tabungan Jangka Panjang
51,1202,0,Tabungan Jangka Panjang
37,600,0,Tabungan Jangka Panjang
33,6,0,Tabungan Jangka Panjang
33,2655,0,Tabungan Jangka Panjang
29,499,0,Tabungan Jangka Panjang
57,0,0,Tabungan Jangka Panjang
60,197,0,Tabungan Jangka Panjang
51,289,0,Tabungan Jangka Panjang
45,5336,2,Investasi Reksa Dana
45,434,0,Tabungan Jangka Panjang
39,691,0,Tabungan Jangka Panjang
25,-250,0,Tabungan Jangka Panjang
47,3696,2,Investasi Reksa Dana
34,2595,0,Tabungan Jangka Panjang
40,1077,0,Tabungan Jangka Panjang
48,501,0,Tabungan Jangka Panjang
39,21,0,Tabungan Jangka Panjang
38,797,0,Tabungan Jangka Panjang
32,1659,0,Tabungan Jangka Panjang
27,97,0,Tabungan Jangka Panjang
47,2,0,Tabungan Jangka Panjang
40,384,0,Tabungan Jangka Panjang
41,63,0,Tabungan Jangka Panjang
40,1327,0,Tabungan Jangka Panjang
39,284,0,Tabungan Jangka Panjang
45,3395,0,Tabungan Jangka Panjang
31,2038,0,Tabungan Jangka Panjang
27,15,0,Tabungan Jangka Panjang
56,1187,0,Tabungan Jangka Panjang
39,3047,0,Tabungan Jangka Panjang
52,11650,2,Investasi Reksa Dana
58,1387,0,Tabungan Jangka Panjang
48,0,0,Tabungan Jangka Panjang
33,1387,0,Tabungan Jangka Panjang
38,446,0,Tabungan Jangka Panjang
42,275,0,Tabungan Jangka Panjang
36,1655,0,Tabungan Jangka Panjang
35,196,0,Tabungan Jangka Panjang
45,0,0,Tabungan Jangka Panjang
51,1327,0,Tabungan Jangka Panjang
43,0,0,Tabungan Jangka Panjang
45,206,0,Tabungan Jangka Panjang
30,523,0,Tabungan Jangka Panjang
40,0,0,Tabungan Jangka Panjang
56,444,0,Tabungan Jangka Panjang
48,1401,0,Tabungan Jangka Panjang
32,205,0,Tabungan Jangka Panjang
47,3957,2,Investasi Reksa Dana
30,9645,2,Investasi Reksa Dana
37,620,0,Tabungan Jangka Panjang
52,1541,0,Tabungan Jangka Panjang
49,-37,0,Tabungan Jangka Panjang
53,-601,0,Tabungan Jangka Panjang
53,197,0,Tabungan Jangka Panjang
34,-276,0,Tabungan Jangka Panjang
40,824,0,Tabungan Jangka Panjang
39,636,0,Tabungan Jangka Panjang
33,19,0,Tabungan Jangka Panjang
41,641,0,Tabungan Jangka Panjang
31,2983,0,Tabungan Jangka Panjang
45,0,0,Tabungan Jangka Panjang
23,252,0,Tabungan Jangka Panjang
51,119,0,Tabungan Jangka Panjang
34,171,0,Tabungan Jangka Panjang
36,0,0,Tabungan Jangka Panjang
42,-249,0,Tabungan Jangka Panjang
33,455,0,Tabungan Jangka Panjang
46,10,0,Tabungan Jangka Panjang
37,529,0,Tabungan Jangka Panjang
33,1859,0,Tabungan Jangka Panjang
30,613,0,Tabungan Jangka Panjang
53,751,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
35,1471,0,Tabungan Jangka Panjang
36,7503,2,Investasi Reksa Dana
46,68,0,Tabungan Jangka Panjang
31,530,0,Tabungan Jangka Panjang
52,1319,0,Tabungan Jangka Panjang
48,479,0,Tabungan Jangka Panjang
45,360,0,Tabungan Jangka Panjang
36,2163,0,Tabungan Jangka Panjang
53,136,0,Tabungan Jangka Panjang
35,-196,0,Tabungan Jangka Panjang
44,4087,2,Investasi Reksa Dana
38,1354,0,Tabungan Jangka Panjang
44,2,0,Tabungan Jangka Panjang
51,2337,0,Tabungan Jangka Panjang
32,514,0,Tabungan Jangka Panjang
59,6212,2,Investasi Reksa Dana
31,424,0,Tabungan Jangka Panjang
52,499,0,Tabungan Jangka Panjang
26,8,0,Tabungan Jangka Panjang
40,1305,0,Tabungan Jangka Panjang
35,300,0,Tabungan Jangka Panjang
54,976,0,Tabungan Jangka Panjang
36,2700,0,Tabungan Jangka Panjang
45,-497,0,Tabungan Jangka Panjang
29,2424,0,Tabungan Jangka Panjang
49,-2049,0,Tabungan Jangka Panjang
52,2081,0,Tabungan Jangka Panjang
52,189,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
33,327,0,Tabungan Jangka Panjang
30,426,0,Tabungan Jangka Panjang
52,1291,0,Tabungan Jangka Panjang
54,3473,0,Tabungan Jangka Panjang
59,434,0,Tabungan Jangka Panjang
35,105,0,Tabungan Jangka Panjang
29,975,0,Tabungan Jangka Panjang
33,-479,0,Tabungan Jangka Panjang
32,62,0,Tabungan Jangka Panjang
50,0,0,Tabungan Jangka Panjang
54,0,0,Tabungan Jangka Panjang
49,1202,0,Tabungan Jangka Panjang
39,2854,0,Tabungan Jangka Panjang
34,9,0,Tabungan Jangka Panjang
31,203,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
59,2467,0,Tabungan Jangka Panjang
32,3850,2,Investasi Reksa Dana
39,47,0,Tabungan Jangka Panjang
54,1895,0,Tabungan Jangka Panjang
33,522,0,Tabungan Jangka Panjang
59,-918,0,Tabungan Jangka Panjang
28,-193,0,Tabungan Jangka Panjang
48,48,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
41,201,0,Tabungan Jangka Panjang
33,598,0,Tabungan Jangka Panjang
37,1506,0,Tabungan Jangka Panjang
30,26,0,Tabungan Jangka Panjang
36,1582,0,Tabungan Jangka Panjang
53,559,0,Tabungan Jangka Panjang
26,0,0,Tabungan Jangka Panjang
59,-411,0,Tabungan Jangka Panjang
44,36,0,Tabungan Jangka Panjang
55,512,0,Tabungan Jangka Panjang
26,786,0,Tabungan Jangka Panjang
41,3658,2,Investasi Reksa Dana
28,-227,0,Tabungan Jangka Panjang
40,423,0,Tabungan Jangka Panjang
47,947,0,Tabungan Jangka Panjang
39,324,0,Tabungan Jangka Panjang
38,0,0,Tabungan Jangka Panjang
37,1694,0,Tabungan Jangka Panjang
36,2894,0,Tabungan Jangka Panjang
53,2693,0,Tabungan Jangka Panjang
47,644,0,Tabungan Jangka Panjang
28,185,0,Tabungan Jangka Panjang
32,1583,0,Tabungan Jangka Panjang
25,2399,0,Tabungan Jangka Panjang
39,1322,0,Tabungan Jangka Panjang
60,194,0,Tabungan Jangka Panjang
39,1221,0,Tabungan Jangka Panjang
31,-302,0,Tabungan Jangka Panjang
45,256,0,Tabungan Jangka Panjang
36,0,0,Tabungan Jangka Panjang
44,1335,0,Tabungan Jangka Panjang
33,682,0,Tabungan Jangka Panjang
31,0,0,Tabungan Jangka Panjang
38,3834,2,Investasi Reksa Dana
50,5312,2,Investasi Reksa Dana
40,4095,2,Investasi Reksa Dana
33,0,0,Tabungan Jangka Panjang
42,-1386,0,Tabungan Jangka Panjang
42,525,0,Tabungan Jangka Panjang
33,2,0,Tabungan Jangka Panjang
40,0,0,Tabungan Jangka Panjang
52,1500,0,Tabungan Jangka Panjang
49,378,0,Tabungan Jangka Panjang
30,552,0,Tabungan Jangka Panjang
26,-84,0,Tabungan Jangka Panjang
40,-240,0,Tabungan Jangka Panjang
30,501,0,Tabungan Jangka Panjang
55,5345,2,Investasi Reksa Dana
48,1559,0,Tabungan Jangka Panjang
28,0,0,Tabungan Jangka Panjang
54,0,0,Tabungan Jangka Panjang
36,1989,0,Tabungan Jangka Panjang
34,598,0,Tabungan Jangka Panjang
39,94,0,Tabungan Jangka Panjang
66,3473,0,Tabungan Jangka Panjang
42,349,0,Tabungan Jangka Panjang
55,3876,2,Investasi Reksa Dana
85,1934,0,Tabungan Jangka Panjang
63,2,0,Tabungan Jangka Panjang
37,9,0,Tabungan Jangka Panjang
24,11,0,Tabungan Jangka Panjang
34,60,0,Tabungan Jangka Panjang
28,882,0,Tabungan Jangka Panjang
58,499,0,Tabungan Jangka Panjang
49,198,0,Tabungan Jangka Panjang
31,2093,0,Tabungan Jangka Panjang
56,74,0,Tabungan Jangka Panjang
43,1220,0,Tabungan Jangka Panjang
32,1342,0,Tabungan Jangka Panjang
55,6134,2,Investasi Reksa Dana
55,3680,2,Investasi Reksa Dana
31,605,0,Tabungan Jangka Panjang
49,104,0,Tabungan Jangka Panjang
41,683,0,Tabungan Jangka Panjang
56,48,0,Tabungan Jangka Panjang
50,15,0,Tabungan Jangka Panjang
37,6714,2,Investasi Reksa Dana
35,623,0,Tabungan Jangka Panjang
52,234,0,Tabungan Jangka Panjang
33,599,0,Tabungan Jangka Panjang
42,9916,2,Investasi Reksa Dana
33,3160,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
28,2306,0,Tabungan Jangka Panjang
41,2550,0,Tabungan Jangka Panjang
44,701,0,Tabungan Jangka Panjang
26,3244,0,Tabungan Jangka Panjang
40,402,0,Tabungan Jangka Panjang
37,6014,2,Investasi Reksa Dana
33,-81,0,Tabungan Jangka Panjang
36,898,0,Tabungan Jangka Panjang
28,863,0,Tabungan Jangka Panjang
37,235,0,Tabungan Jangka Panjang
32,12,0,Tabungan Jangka Panjang
49,298,0,Tabungan Jangka Panjang
36,3463,0,Tabungan Jangka Panjang
39,13338,2,Investasi Reksa Dana
34,391,0,Tabungan Jangka Panjang
32,569,0,Tabungan Jangka Panjang
26,54,0,Tabungan Jangka Panjang
46,875,0,Tabungan Jangka Panjang
78,631,0,Tabungan Jangka Panjang
47,3434,0,Tabungan Jangka Panjang
80,1610,0,Tabungan Jangka Panjang
25,505,0,Tabungan Jangka Panjang
50,11528,2,Investasi Reksa Dana
36,102,0,Tabungan Jangka Panjang
42,-581,0,Tabungan Jangka Panjang
54,0,0,Tabungan Jangka Panjang
43,7298,2,Investasi Reksa Dana
29,0,0,Tabungan Jangka Panjang
36,909,0,Tabungan Jangka Panjang
59,337,0,Tabungan Jangka Panjang
47,829,0,Tabungan Jangka Panjang
36,301,0,Tabungan Jangka Panjang
56,147,0,Tabungan Jangka Panjang
55,282,0,Tabungan Jangka Panjang
38,1294,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
35,995,0,Tabungan Jangka Panjang
54,532,0,Tabungan Jangka Panjang
32,785,0,Tabungan Jangka Panjang
30,3028,0,Tabungan Jangka Panjang
51,1022,0,Tabungan Jangka Panjang
39,0,0,Tabungan Jangka Panjang
46,792,0,Tabungan Jangka Panjang
33,490,0,Tabungan Jangka Panjang
34,417,0,Tabungan Jangka Panjang
33,2071,0,Tabungan Jangka Panjang
55,1187,0,Tabungan Jangka Panjang
49,280,0,Tabungan Jangka Panjang
37,1236,0,Tabungan Jangka Panjang
29,910,0,Tabungan Jangka Panjang
28,-994,0,Tabungan Jangka Panjang
21,1333,0,Tabungan Jangka Panjang
44,850,0,Tabungan Jangka Panjang
30,3773,2,Investasi Reksa Dana
46,460,0,Tabungan Jangka Panjang
33,3140,0,Tabungan Jangka Panjang
40,1028,0,Tabungan Jangka Panjang
42,4264,2,Investasi Reksa Dana
44,3932,2,Investasi Reksa Dana
32,-1,0,Tabungan Jangka Panjang
34,1682,0,Tabungan Jangka Panjang
55,814,0,Tabungan Jangka Panjang
35,819,0,Tabungan Jangka Panjang
47,1265,0,Tabungan Jangka Panjang
29,514,0,Tabungan Jangka Panjang
47,1764,0,Tabungan Jangka Panjang
39,275,0,Tabungan Jangka Panjang
40,592,0,Tabungan Jangka Panjang
42,1143,0,Tabungan Jangka Panjang
31,546,0,Tabungan Jangka Panjang
31,1164,0,Tabungan Jangka Panjang
82,1381,0,Tabungan Jangka Panjang
44,0,0,Tabungan Jangka Panjang
32,659,0,Tabungan Jangka Panjang
40,192,0,Tabungan Jangka Panjang
26,-12,0,Tabungan Jangka Panjang
30,186,0,Tabungan Jangka Panjang
45,2246,0,Tabungan Jangka Panjang
32,124,0,Tabungan Jangka Panjang
56,2087,0,Tabungan Jangka Panjang
58,1298,0,Tabungan Jangka Panjang
28,101,0,Tabungan Jangka Panjang
43,46,0,Tabungan Jangka Panjang
34,262,0,Tabungan Jangka Panjang
40,0,0,Tabungan Jangka Panjang
31,17924,1,Kredit Usaha Mikro
28,167,0,Tabungan Jangka Panjang
45,967,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
42,1547,0,Tabungan Jangka Panjang
32,388,0,Tabungan Jangka Panjang
41,1,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
37,80,0,Tabungan Jangka Panjang
57,4168,2,Investasi Reksa Dana
56,0,0,Tabungan Jangka Panjang
37,781,0,Tabungan Jangka Panjang
34,804,0,Tabungan Jangka Panjang
46,993,0,Tabungan Jangka Panjang
40,34,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
28,520,0,Tabungan Jangka Panjang
46,567,0,Tabungan Jangka Panjang
44,7177,2,Investasi Reksa Dana
55,3629,2,Investasi Reksa Dana
75,2199,0,Tabungan Jangka Panjang
41,223,0,Tabungan Jangka Panjang
30,185,0,Tabungan Jangka Panjang
33,5809,2,Investasi Reksa Dana
43,210,0,Tabungan Jangka Panjang
49,-199,0,Tabungan Jangka Panjang
32,897,0,Tabungan Jangka Panjang
26,0,0,Tabungan Jangka Panjang
55,7378,2,Investasi Reksa Dana
46,593,0,Tabungan Jangka Panjang
31,1224,0,Tabungan Jangka Panjang
34,3031,0,Tabungan Jangka Panjang
37,708,0,Tabungan Jangka Panjang
29,542,0,Tabungan Jangka Panjang
24,1141,0,Tabungan Jangka Panjang
46,-42,0,Tabungan Jangka Panjang
41,-556,0,Tabungan Jangka Panjang
52,482,0,Tabungan Jangka Panjang
27,1501,0,Tabungan Jangka Panjang
44,1850,0,Tabungan Jangka Panjang
39,2266,0,Tabungan Jangka Panjang
52,3283,0,Tabungan Jangka Panjang
77,300,0,Tabungan Jangka Panjang
35,1,0,Tabungan Jangka Panjang
49,178,0,Tabungan Jangka Panjang
37,187,0,Tabungan Jangka Panjang
46,229,0,Tabungan Jangka Panjang
43,42,0,Tabungan Jangka Panjang
35,-367,0,Tabungan Jangka Panjang
29,8,0,Tabungan Jangka Panjang
52,256,0,Tabungan Jangka Panjang
55,2410,0,Tabungan Jangka Panjang
33,2976,0,Tabungan Jangka Panjang
40,-426,0,Tabungan Jangka Panjang
39,39,0,Tabungan Jangka Panjang
61,1428,0,Tabungan Jangka Panjang
63,2030,0,Tabungan Jangka Panjang
44,-1636,0,Tabungan Jangka Panjang
52,108,0,Tabungan Jangka Panjang
58,2094,0,Tabungan Jangka Panjang
38,47,0,Tabungan Jangka Panjang
51,618,0,Tabungan Jangka Panjang
29,162,0,Tabungan Jangka Panjang
42,-671,0,Tabungan Jangka Panjang
56,136,0,Tabungan Jangka Panjang
55,6958,2,Investasi Reksa Dana
43,953,0,Tabungan Jangka Panjang
27,821,0,Tabungan Jangka Panjang
54,131,0,Tabungan Jangka Panjang
25,1272,0,Tabungan Jangka Panjang
33,-306,0,Tabungan Jangka Panjang
46,3201,0,Tabungan Jangka Panjang
26,1114,0,Tabungan Jangka Panjang
30,4168,2,Investasi Reksa Dana
39,0,0,Tabungan Jangka Panjang
58,0,0,Tabungan Jangka Panjang
49,3309,0,Tabungan Jangka Panjang
49,1377,0,Tabungan Jangka Panjang
43,150,0,Tabungan Jangka Panjang
60,553,0,Tabungan Jangka Panjang
57,458,0,Tabungan Jangka Panjang
38,565,0,Tabungan Jangka Panjang
56,0,0,Tabungan Jangka Panjang
45,2278,0,Tabungan Jangka Panjang
45,210,0,Tabungan Jangka Panjang
44,15578,2,Investasi Reksa Dana
40,236,0,Tabungan Jangka Panjang
38,1704,0,Tabungan Jangka Panjang
55,1693,0,Tabungan Jangka Panjang
40,372,0,Tabungan Jangka Panjang
35,1147,0,Tabungan Jangka Panjang
32,3166,0,Tabungan Jangka Panjang
31,1074,0,Tabungan Jangka Panjang
49,23,0,Tabungan Jangka Panjang
55,1431,0,Tabungan Jangka Panjang
51,814,0,Tabungan Jangka Panjang
30,142,0,Tabungan Jangka Panjang
37,810,0,Tabungan Jangka Panjang
36,1604,0,Tabungan Jangka Panjang
51,0,0,Tabungan Jangka Panjang
29,488,0,Tabungan Jangka Panjang
32,4110,2,Investasi Reksa Dana
36,1746,0,Tabungan Jangka Panjang
32,-208,0,Tabungan Jangka Panjang
56,152,0,Tabungan Jangka Panjang
